prev,curr,type,n
other-empty,The_Marriage_of_the_Virgin_(Raphael),external,221
Symon_Petliura,Raphael_Abramovitch,link,11
other-search,Raphael_Armattoe,external,221
Assumption_of_the_Virgin_(Titian),Santa_Maria_Gloriosa_dei_Frari,link,220
Taft_Hotel,The_Michelangelo,link,11
Leonardo_da_Vinci,Leonardo_polyhedron,link,220
Tales_of_the_Teenage_Mutant_Ninja_Turtles_(TV_series),Raphael_(Teenage_Mutant_Ninja_Turtles),link,11
Painting,Leonardo_da_Vinci,link,219
"That's_Too_Much,_Man!",Raphael_Bob-Waksberg,link,11
Suicide_of_Ryan_Halligan,Suicide_of_Nicola_Ann_Raphael,link,219
The_Agony_and_the_Ecstasy_(film),Raphael_Rooms,link,11
The_Clique_(art_group),Pre-Raphaelite_Brotherhood,link,11
The_Color_of_Pomegranates,Michelangelo_Antonioni,link,11
The_Creation_of_Adam,The_Last_Judgment_(Michelangelo),link,11
"The_Crowning_with_Thorns_(Titian,_Munich)","The_Crowning_with_Thorns_(Titian,_Paris)",link,11
The_Death_of_Leonardo_da_Vinci,Cultural_references_to_Leonardo_da_Vinci,link,11
The_Deposition_(Michelangelo),Mary_Magdalene,link,11
The_Deposition_(Raphael),Red_Wedding_(Perugia),link,11
The_Diving_Board,Raphael_Saadiq,link,11
The_Duel_(2016_film),Raphael_Sbarge,link,11
Raphael_(Teenage_Mutant_Ninja_Turtles),Teenage_Mutant_Ninja_Turtles,link,218
Raphael_(archangel),Gabriel,link,218
Raphael_Saadiq,Timothy_Christian_Riley,link,218
The_Last_Judgment_(Michelangelo),Saint_Peter,link,11
The_Last_of_England_(painting),Pre-Raphaelite_Brotherhood,link,11
The_Light_in_the_Piazza_(musical),Piazzale_Michelangelo,link,11
The_Marriage_of_the_Virgin_(Raphael),Saint_Joseph,link,11
The_McGuire_Sisters,Sally_Jessy_Raphael,link,11
other-search,Sleeping_Cupid_(Michelangelo),external,218
"The_Order_of_Release,_1746",Pre-Raphaelite_Brotherhood,link,11
Frederic_Raphael,Sarah_Raphael,link,217
The_Prophet_Isaiah_(Raphael),Isaiah,link,11
The_Raft_of_the_Medusa,Transfiguration_(Raphael),link,11
The_Rape_of_Europa_(Titian),Diana_and_Actaeon_(Titian),link,11
Leonardo_da_Vinci,Giorgio_Vasari,link,217
The_Three_Musketeers_(2011_film),Leonardo_da_Vinci,link,11
The_Tribute_Money_(Masaccio),Chiaroscuro,link,11
Thomas_Carlyle,Pre-Raphaelite_Brotherhood,link,11
Thomas_Lawrence,Transfiguration_(Raphael),link,11
List_of_works_by_Michelangelo,David_(Michelangelo),link,216
Tiki-taka,Raphael_Honigstein,link,11
other-internal,Sally_Jessy_Raphael,external,216
Tiny_Desk_Concerts,Raphael_Saadiq,link,11
Titian,Battle_of_Cascina_(Michelangelo),link,11
Titian,Da_Camino,link,11
Titian,Gallerie_dell'Accademia,link,11
Titian,Lucy_Maud_Montgomery,link,11
Titian,Maria_Anna_of_Spain,link,11
Titian,National_Gallery,link,11
Titian_Peale,Long's_Expedition_of_1820,link,11
2020–21_United_States_Senate_election_in_Georgia,Raphael_Warnock,link,215
Carnosaur_(film),Raphael_Sbarge,link,215
Edmund_Blair_Leighton,Pre-Raphaelite_Brotherhood,link,215
Tommaso_dei_Cavalieri,The_Punishment_of_Tityus_(Michelangelo),link,11
other-empty,Saint_George_(Donatello),external,215
Transfiguration,Transfiguration_(Raphael),link,11
Transfiguration_(Raphael),Capitoline_Brutus,link,11
Transfiguration_(Raphael),Raphael_Rooms,link,11
Transfiguration_(Raphael),Transfiguration_of_Jesus,link,11
Bacchus_(Michelangelo),Sleeping_Cupid_(Michelangelo),link,214
Ginger_Banks,Arabelle_Raphael,other,214
Trompe-l'œil,Masaccio,link,11
Michelangelo,Donatello,link,214
UFC_200,Raphael_Assunção,link,11
Conte_di_Cavour-class_battleship,Italian_battleship_Leonardo_da_Vinci,link,213
Leonardo_da_Vinci,Codex_Atlanticus,link,213
List_of_battleships_of_Italy,Italian_battleship_Leonardo_da_Vinci,link,213
Unfinished_creative_work,Transfiguration_(Raphael),link,11
Unione,Raphael,link,11
other-search,Caprese_Michelangelo,external,213
other-search,Raphael_Claus,external,213
Ass_Backwards,June_Diane_Raphael,link,212
Valeria_Bruni_Tedeschi,David_di_Donatello,link,11
Palazzo_Vecchio,David_(Michelangelo),link,212
Raphael_Lemkin,Holodomor,link,212
Vandalism_of_Michelangelo's_Pietà,Pilisvörösvár,link,11
The_Last_Judgment_(Michelangelo),Fresco,link,212
Titian_hair,Blond,link,212
Vatican_Museums,Titian,link,11
Vatican_loggias,Raphael_Rooms,link,11
Venus_Anadyomene,Galatea_(Raphael),link,11
Venus_and_Adonis_(Titian),Venus_and_Musician,link,11
Vermiglio_(film),70th_David_di_Donatello,link,11
other-external,Pre-Raphaelite_Brotherhood,external,212
Victorian_painting,Raphael,link,11
Villa_Madama,Raphael,link,11
Ted_2,Raphael_(Teenage_Mutant_Ninja_Turtles),link,211
other-empty,Judith_and_Holofernes_(Donatello),external,211
Wallington_Hall,Pre-Raphaelite_Brotherhood,link,11
other-search,Museo_Nazionale_Scienza_e_Tecnologia_Leonardo_da_Vinci,external,211
List_of_works_by_Michelangelo,Pietà_(Michelangelo),link,210
Pre-Raphaelite_Brotherhood,The_Hireling_Shepherd,link,210
Raphael_(archangel),Book_of_Enoch,link,210
other-empty,Galatea_(Raphael),external,210
Whitehawk_F.C.,Raphael_Rossi,link,11
Pre-Raphaelite_Brotherhood,Arthur_Hughes_(artist),link,209
Transfiguration_(Raphael),Vatican_Museums,link,209
other-empty,Sisyphus_(Titian),external,209
Worldwide_Underground,Raphael_Saadiq,link,11
other-search,Raphael_Miranda,external,209
other-search,Raphael_Rabello,external,209
Main_Page,Raphael,other,208
Piazza_della_Signoria,Judith_and_Holofernes_(Donatello),link,208
Yoshitaka_Amano,Raphael_(band),link,11
other-empty,SS_Michelangelo,external,208
Zabriskie_Point,Michelangelo_Antonioni,link,11
Zecharias_Frankel,Samson_Raphael_Hirsch,link,11
Zuccone,Donatello,link,11
Donatello,Michelangelo,link,207
Edward_Burne-Jones,Pre-Raphaelite_Brotherhood,link,207
Flaying,Michelangelo,link,207
Frasier_(2023_TV_series),June_Diane_Raphael,link,207
List_of_United_States_senators_from_Georgia,Raphael_Warnock,link,207
Pre-Raphaelite_Brotherhood,Algernon_Charles_Swinburne,link,207
Pre-Raphaelite_Brotherhood,Evelyn_De_Morgan,link,207
Raphael_Saadiq,The_Ummah,link,207
Teenage_Mutant_Ninja_Turtles,Donatello,link,207
other-empty,41st_David_di_Donatello,external,11
other-empty,64th_David_di_Donatello,external,11
Raphael_Saadiq,Ray_Ray_(album),link,206
Herschel_Walker,Raphael_Warnock,link,205
Michelangelo,Secular_Franciscan_Order,link,205
Raphael,Palazzo_Caprini,link,205
Pre-Raphaelite_Brotherhood,Effie_Gray,link,204
Raphael_(archangel),Oak_of_Mamre,link,204
other-empty,Charlie_Raphael,external,11
other-empty,Clara_Raphael's_House,external,11
other-empty,Colegio_Italiano_Leonardo_da_Vinci,external,11
Assumption_of_the_Virgin_(Titian),Titian,link,203
Raphael_Warnock,Mainline_Protestant,link,203
Sylvia_Raphael,Lillehammer_affair,link,203
Mickey_Raphael,Ali_MacGraw,link,202
Task_(TV_series),Raphael_Sbarge,link,202
Michelangelo,Crucifix_(Michelangelo),link,201
other-empty,Raphael_Mechoulam,external,201
other-search,Church_of_Sts._Cyril_&_Methodius_and_St._Raphael,external,201
other-search,Marina_Raphael,external,201
other-empty,Istituto_Leonardo_da_Vinci_(Switzerland),external,11
Raphael_Saadiq,Stone_Rollin',link,200
Stuart_Adamson,The_Raphaels,link,200
other-empty,John_Raphael_(catepan),external,11
other-empty,Joseph_Raphael_(politician),external,11
other-empty,Judith_Raphael,external,11
other-search,Raphael_Saadiq_production_discography,external,200
Michelangelo,Tomb_of_Pope_Julius_II,link,199
Raphael_Obermair,SC_Paderborn_07,link,199
SS_Raffaello,SS_Michelangelo,link,199
CSS_Alabama,Raphael_Semmes,link,198
June_Diane_Raphael,Burning_Love_(TV_series),link,198
Michelangelo,Febo_di_Poggio,link,198
The_Rape_of_Europa_(Titian),Titian,link,198
other-empty,Mary_Raphael_Slattery,external,11
other-empty,Raphael_Holinshed,external,198
other-empty,Michelangelo_Brancavalerio,external,11
other-empty,Molly_Raphael,external,11
Donatello_(Teenage_Mutant_Ninja_Turtles),Teenage_Mutant_Ninja_Turtles,link,197
Moses_(Michelangelo),Tomb_of_Pope_Julius_II,link,197
Personal_life_of_Leonardo_da_Vinci,Salaì,link,197
Raphael_(given_name),Raphael_(archangel),link,197
Sally_Jessy_Raphael,Phil_Donahue,link,197
Seven_virtues,Cardinal_and_Theological_Virtues_(Raphael),link,197
other-empty,Perseus_and_Andromeda_(Titian),external,197
other-empty,Pashor_Raphael_Sibanda,external,11
Michelangelo,Classical_antiquity,link,196
Michelangelo_(Teenage_Mutant_Ninja_Turtles),Cowabunga,link,196
Pilgrimage_(TV_series),Raphael_Rowe,link,196
other-empty,Project_Raphael_(radio_serial),external,11
other-empty,Raphael_(opera),external,11
other-empty,Raphael_Andrade,external,11
other-empty,Raphael_Edereho,external,11
other-empty,Raphael_Falk_(chess_player),external,11
other-empty,Raphael_Kirshbaum_Building,external,11
other-empty,Raphael_Marcus,external,11
other-empty,Raphael_Schaschko,external,11
other-empty,Raphael_Thorius,external,11
other-empty,Raphael_Tigges,external,11
other-search,Flora_(Titian),external,196
other-search,Raphael_Maitimo,external,196
Sistine_Madonna,Raphael,link,195
other-search,Raphael_Augusto,external,195
other-empty,"St_Raphael's_Church,_San_Rafael",external,11
Balaam_Barugahara,Raphael_Magyezi,link,193
Teenage_Mutant_Ninja_Turtles,Raphael,link,193
other-empty,The_Fall_of_Man_(Titian),external,193
other-search,Prophet_Jeremiah_(Michelangelo),external,193
T.J._Dillashaw,Raphael_Assunção,link,192
other-search,"List_of_erotica_by_George_Morland,_William_Ward_and_John_Raphael_Smith",external,192
other-search,The_Conversion_of_Saul_(Michelangelo),external,192
other-external,Oddi_Altarpiece_(Raphael),external,11
other-external,Penitent_Magdalene_(Donatello),external,11
other-external,"Portrait_of_a_Young_Woman_(Raphael,_Strasbourg)",external,11
other-external,Raphael's_Ephemeris,external,11
other-external,Raphael_Wallfisch,external,11
other-search,Raphael_Soyer,external,191
other-external,Titian_hair,external,11
Ingmar_Bergman,Michelangelo_Antonioni,link,190
List_of_New_Girl_characters,June_Diane_Raphael,link,190
List_of_deaths_from_drug_overdose_and_intoxication,Suicide_of_Nicola_Ann_Raphael,link,190
Portrait_of_a_Young_Man_(Raphael),Raphael,link,190
other-internal,Arabelle_Raphael,external,190
other-internal,Cardinal_and_Theological_Virtues_(Raphael),external,11
George_Washington_Carver,Leonardo_da_Vinci,link,189
other-empty,Suicide_of_Nicola_Ann_Raphael,external,189
other-search,The_Tribute_Money_(Titian),external,189
Michelangelo,Battle_of_the_Centaurs_(Michelangelo),link,188
Raphael_(disambiguation),Raphael_(given_name),link,188
other-empty,Leda_and_the_Swan_(Michelangelo),external,188
other-empty,Penitent_Magdalene_(Donatello),external,188
other-empty,Raphael_of_Brooklyn,external,188
other-search,Donatello_(catalogue_of_works),external,188
Leonardo_da_Vinci,Luca_Pacioli,link,187
other-internal,"Penitent_Magdalene_(Titian,_1531)",external,11
other-internal,Raphael_Maitimo,external,11
other-internal,Raphael_Recanati,external,11
other-internal,Raphael_Tuju,external,11
other-internal,Raphaels_Bank,external,11
other-internal,Sleeping_Cupid_(Michelangelo),external,11
Bride_Wars,June_Diane_Raphael,link,186
John_Ruskin,Pre-Raphaelite_Brotherhood,link,186
Raphael,Duchy_of_Urbino,link,186
other-empty,Three_Graces_(Raphael),external,186
other-other,Bacchus_(Michelangelo),external,11
Michelangelo_Antonioni,Il_Grido,link,185
Physical_attractiveness,David_(Michelangelo),link,185
other-other,The_Conversion_of_Saul_(Michelangelo),external,11
other-other,The_Entombment_(Michelangelo),external,11
other-other,Titian,external,11
other-search,63rd_David_di_Donatello,external,11
other-search,Raphael_Honigstein,external,185
Raphael_Rowe,Inside_the_World's_Toughest_Prisons,link,184
other-search,Benjamin_Raphael,external,11
other-search,Beverley_Raphael,external,11
other-external,Science_and_inventions_of_Leonardo_da_Vinci,external,184
David_(Michelangelo),Marble_sculpture,link,183
other-search,David_di_Donatello_for_Best_Original_Song,external,11
Pre-Raphaelite_Brotherhood,Elizabeth_Siddal,link,183
St._Peter's_Basilica,Pietà_(Michelangelo),link,183
W._B._Yeats,Pre-Raphaelite_Brotherhood,link,183
other-internal,Masaccio,external,183
other-search,"Saint_George_(Raphael,_Louvre)",external,183
Albrecht_Dürer,Leonardo_da_Vinci,link,182
Michelangelo,The_Agony_and_the_Ecstasy_(film),link,182
Michelangelo_(Teenage_Mutant_Ninja_Turtles),Michelangelo,link,182
Virgin_of_the_Rocks,Leonardo_da_Vinci,link,182
Raphael_Borges_Rodrigues,Wigan_Athletic_F.C.,link,181
other-search,Michelangelo_Cerruti,external,11
other-search,Michelangelo_Pittatore,external,11
other-search,Michelangelo_Tamburini,external,11
other-empty,Michelangelo_(computer_virus),external,181
other-search,Museo_Ideale_Leonardo_da_Vinci,external,11
Flaying_of_Marsyas_(Titian),Marsyas,link,180
Leonardo_da_Vinci,Da_Vinci_(disambiguation),link,180
other-search,Portrait_of_Cardinal_Alessandro_Farnese_(Raphael),external,11
Michelangelo,Matilda_of_Tuscany,link,180
Personal_life_of_Leonardo_da_Vinci,Cecilia_Gallerani,link,180
other-search,Raphael_Assibey-Mensah,external,11
other-search,Raphael_Framberger,external,11
other-search,Raphael_Rom,external,11
other-search,Raphael_Sassower,external,11
Pietà_(Michelangelo),High_Renaissance,link,180
other-search,Raphael_Tracey,external,11
Raphael_Bob-Waksberg,Kate_Purdy,link,180
other-search,Saul_Raphael_Landau,external,11
other-search,"The_Crowning_with_Thorns_(Titian,_Paris)",external,180
other-search,St._Raphael_(aircraft),external,11
Elizabeth_Siddal,Pre-Raphaelite_Brotherhood,link,179
Leonardo_da_Vinci,Florence,link,179
other-search,Titianus,external,11
other-search,Titus_Flavius_Postumius_Titianus,external,11
Nova_music_festival_massacre,Yuval_Raphael,link,179
Zabriskie_Point_(film),Michelangelo_Antonioni_filmography,link,179
Da_Vinci's_Demons,Leonardo_da_Vinci,link,178
1500s_(decade),Michelangelo,link,10
1520,Raphael,link,10
Paradise_Lost,Raphael_(archangel),link,178
Ryan_Erickson,Raphael_Michael_Fliss,link,178
Santa_Maria_Novella,Holy_Trinity_(Masaccio),link,178
1903_conclave,Michelangelo_Celesia,link,10
Titian,Italian_Renaissance_painting,link,178
other-empty,Diana_and_Actaeon_(Titian),external,178
Arabelle_Raphael,Iranian_Jews,link,177
Arabelle_Raphael,Manuel_Ferrara,link,177
June_Diane_Raphael,"Life,_Larry_and_the_Pursuit_of_Unhappiness",link,177
other-search,"Portrait_of_Charles_V_(Titian,_Munich)",external,177
other-search,Vision_of_a_Knight_(Raphael),external,177
June_Diane_Raphael,Year_One_(film),link,176
Science_and_inventions_of_Leonardo_da_Vinci,Leonardo_da_Vinci,link,176
other-search,"Penitent_Magdalene_(Titian,_1565)",external,176
other-search,Raphael_(band),external,176
2015_World_Championships_in_Athletics_–_Men's_pole_vault,Raphael_Holzdeppe,link,10
Asmodeus,Raphael_(archangel),link,175
List_of_works_by_Leonardo_da_Vinci,Benois_Madonna,link,175
The_Agony_and_the_Ecstasy_(film),Michelangelo,link,175
2022_Georgia_gubernatorial_election,Raphael_Warnock,link,10
2023_European_Athletics_U23_Championships,Raphael_Bouju,link,10
Contrapposto,David_(Michelangelo),link,174
2025_Copa_Libertadores_final_stages,Raphael_Veiga,link,10
2025–26_Hibernian_F.C._season,Raphael_Sallinger,link,10
2025–26_Stoke_City_F.C._season,Raphael-Pijus_Otegbayo,link,10
2025–26_UEFA_Champions_League_knockout_phase,Raphael_Onyedika,link,10
The_League,June_Diane_Raphael,link,174
2026_FIFA_World_Cup_Group_H,Raphael_Claus,link,10
other-empty,Battle_of_Cascina_(Michelangelo),external,174
2026_OFC_Men's_Champions_League_final,Raphael_Lea'i,link,10
69th_David_di_Donatello,Io_capitano,link,10
Raphael_Thattil,George_Alencherry,link,173
Room_on_Fire,Gordon_Raphael,link,173
"Santa_Croce,_Florence",Michelangelo,link,173
The_Last_Judgment_(Michelangelo),Last_Judgment,link,173
The_Rape_of_Europa_(Titian),Europa_(consort_of_Zeus),link,173
other-empty,Saint_George_and_the_Dragon_(Raphael),external,173
Academy_Award_for_Best_Original_Screenplay,Frederic_Raphael,link,10
Action_off_Galveston_Light,Raphael_Semmes,link,10
Adam_and_Eve,Titian,link,10
Michelangelo,Baroque,link,172
Adolf_Hitler,Leonardo_da_Vinci,other,10
Pietà_(Michelangelo),Pentecost,link,172
Raphael_(archangel),Seven_Archangels,link,172
Raphael_Veiga,Club_América,link,172
Aftimios_Ofiesh,Raphael_of_Brooklyn,link,10
Agnes_Slott-Møller,Pre-Raphaelite_Brotherhood,link,10
Alan_Keyes,Michelangelo_Signorile,link,10
Leonardo_da_Vinci,Rhombicuboctahedron,link,171
Alida_Valli,Michelangelo_Antonioni,link,10
Alvin_Plantinga,Raphael_Demos,link,10
other-search,Portrait_of_a_Cardinal_(Raphael),external,171
Ananias_and_Sapphira,Raphael,link,10
Italian_Renaissance,Michelangelo,link,170
Andrea_del_Sarto,Franciabigio,link,10
Andrea_del_Sarto,Rosso_Fiorentino,link,10
Andrea_del_Sarto_(poem),Men_and_Women_(poetry_collection),link,10
Andrea_del_Sarto_(poem),My_Last_Duchess,link,10
List_of_paintings_by_Jean-Michel_Basquiat,Leonardo_da_Vinci's_Greatest_Hits,link,170
Raphael_Saadiq,Ask_of_You,link,170
Anton_Raphael_Mengs,Charles_IV_of_Spain,link,10
Antonio_da_Correggio,Michelangelo_Anselmi,link,10
Ape_index,Leonardo_da_Vinci,link,10
Albrecht_Dürer,Raphael,link,169
Anita_Lasker-Wallfisch,Raphael_Wallfisch,link,169
Arabelle_Raphael,OnlyFans,link,10
Leonardo_da_Vinci,The_Virgin_and_Child_with_Saint_Anne_and_Saint_John_the_Baptist,link,169
Aristotle,Leonardo_da_Vinci,other,10
Tommaso_dei_Cavalieri,Michelangelo,link,169
Assassin's_Creed:_Brotherhood_-_The_Da_Vinci_Disappearance,Cultural_references_to_Leonardo_da_Vinci,link,10
other-search,Michelangelo_(given_name),external,169
Flaying,The_Last_Judgment_(Michelangelo),link,168
Michelangelo_Antonioni,The_Lady_Without_Camelias,link,168
Raphael_Lemkin,Genocide,link,168
Bakr_Sidqi,Raphael_Lemkin,link,10
other-search,Raphael_Abramovitch,external,168
Banach–Tarski_paradox,Raphael_M._Robinson,link,10
Bar_Refaeli,Raphael_(archangel),link,10
Barometer,Michelangelo_Ricci,link,10
Jiminy_Cricket,Raphael_Sbarge,link,167
Leonardo_da_Vinci,Annunciation_(Leonardo),link,167
Batman_vs._Teenage_Mutant_Ninja_Turtles,Raphael_(Teenage_Mutant_Ninja_Turtles),link,10
Public_domain,Leonardo_da_Vinci,link,167
Battle_of_the_Centaurs_(Michelangelo),Non_finito,link,10
Beautifully_Human:_Words_and_Sounds_Vol._2,Raphael_Saadiq,link,10
Cody_Garbrandt,Raphael_Assunção,link,166
Bernardo_Bertolucci,Michelangelo_Antonioni,link,10
List_of_BoJack_Horseman_characters,Raphael_Bob-Waksberg,link,166
other-empty,Lucan_portrait_of_Leonardo_da_Vinci,external,166
Birmingham,Pre-Raphaelite_Brotherhood,link,10
other-internal,Raphael_Lemkin,external,166
other-search,Liberation_of_Saint_Peter_(Raphael),external,166
Bacchus_(Michelangelo),Pietà_(Michelangelo),link,165
BoJack_Horseman_season_6,Raphael_Bob-Waksberg,link,10
Pre-Raphaelite_Brotherhood,The_Germ_(periodical),link,165
Sai_(weapon),Raphael_(Teenage_Mutant_Ninja_Turtles),link,165
other-search,Raphaelle_Ortega-David,external,165
House_of_Medici,Michelangelo,link,164
Bulgaria_national_football_team,Raphael_Lea'i,link,10
Pietà_(Michelangelo),"Mary,_mother_of_Jesus",link,164
Portrait_of_a_Young_Man_(Raphael),Lady_with_an_Ermine,link,164
Cadaver,Leonardo_da_Vinci,link,10
other-search,Italian_submarine_Leonardo_da_Vinci_(1939),external,164
Florence,David_(Michelangelo),link,163
Caprese_Michelangelo,Florence,link,10
Cardinal_and_Theological_Virtues_(Raphael),Fresco,link,10
Raphael,Bloodletting,link,163
Celeste_Dalla_Porta,David_di_Donatello,link,10
other-search,Italian_battleship_Leonardo_da_Vinci,external,163
2026_Georgia_gubernatorial_election,Raphael_Warnock,link,162
Charles_Allston_Collins,Pre-Raphaelite_Brotherhood,link,10
Charles_Nicholl_(author),Leonardo_da_Vinci:_The_Flights_of_the_Mind,link,10
Freakier_Friday,June_Diane_Raphael,link,162
Lady_with_an_Ermine,List_of_works_by_Leonardo_da_Vinci,link,162
Cheetah,Titian,link,10
Michelangelo,Pietro_Torrigiano,link,162
Raphael,Portrait_of_a_Young_Man_(Raphael),link,162
San_Pietro_in_Vincoli,Moses_(Michelangelo),link,162
Teenage_Mutant_Ninja_Turtles_(2014_film),Michelangelo_(Teenage_Mutant_Ninja_Turtles),link,162
The_Disaster_Artist_(film),June_Diane_Raphael,link,162
Titian,Titian_hair,link,162
other-other,David_(Michelangelo),external,162
"Christ_and_the_Adulteress_(Titian,_Glasgow)",Jesus_and_the_woman_taken_in_adultery,link,10
other-search,The_Three_Ages_of_Man_(Titian),external,162
Classes_of_United_States_senators,Raphael_Warnock,link,10
Classicism,Pre-Raphaelite_Brotherhood,link,10
List_of_works_by_Leonardo_da_Vinci,Portrait_of_Isabella_d'Este_(Leonardo),link,161
Michelangelo_Antonioni,Le_Amiche,link,161
Raphael,Donatello,other,161
Transfiguration_(Raphael),Raphael,link,161
other-empty,Pietà_(Titian),external,161
other-search,Nick_Raphael,external,161
Constanzo_Beschi,Michelangelo_Tamburini,link,10
House_of_Medici,Donatello,link,160
Leonardo_da_Vinci,Leonardo_da_Vinci_(disambiguation),link,160
Michelangelo_(Teenage_Mutant_Ninja_Turtles),Donatello_(Teenage_Mutant_Ninja_Turtles),link,160
